Country,State,Year,Crop Category,Season,Crop Name,Area (UOM:Ha(Hectares)),Production (UOM:t(Tonnes)),Yield (UOM:Kg/Ha(KilogramperHectare))
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Rabi or Summer,Sunflower,62.02,53.98,870.364
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Wheat,8,4,500
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Rabi,Linseed,,0,
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Maize,85,355,4176.471
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Soyabean,1,2,2000
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Cereals,1921,5663.59,2948.251
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Coarse Cereals,0.12,0.352,2933.333
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,,Cotton,666,320.96,481.922
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Gram,478,242.824,508
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Sesamum,64,17,265.625
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Kharif,Sunflower,17,13,764.706
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Moong,103,79.413,771
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,,Jute and Mesta,5,7.92,1584
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Maize,82,283.19,3453.537
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Bajra,22,22.682,1031
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Rice,6.1,13.438,2202.951
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Cereals,1212.73,5378.62,4435.134
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Kulthi (Horse Gram),23,11,478.261
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Oilseeds and Commercial Crops,,Linseed,0,0,
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Urad,0.181,0.029,160
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,,Rapeseed and Mustard,5,2,400
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Pulses,1.56,0.84,538.462
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Oilseeds and Commercial Crops,Rabi,Groundnut,102,226.5,2220.588
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Rabi or Summer,Sunflower,20,18,900
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Rice,1399,4105.333,2934.477
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Moong,113.11,77,680.753
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Foodgrains,2152.62,5744.68,2668.692
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Coarse Cereals,0.104,0.216,2086.957
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,,Jute and Mesta,9,14.942,1660.2
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Tur,279,119.97,430
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Pulses,1090.45,1008,924.389
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Maize,75,276,3680
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Rabi,Safflower,0,0,
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Kulthi (Horse Gram),1,0,0
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,,Mesta,9,14.942,1660.2
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Moong,0.1,0.021,210
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Kulthi (Horse Gram),22,15,681.818
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Foodgrains,8.47,24.38,2878.394
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Groundnut,0.006,0.003,550
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Tur,0.007,0,42.857
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,,Sugarcane,122,9353,76663.934
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Nigerseed,7,3,428.571
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Castorseed,51,29,568.627
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Pulses,1.53,0.468,305.556
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Other Pulses,12,11,916.667
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Cereals,8.135,16.538,2032.944
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Kharif,Sesamum,44,12.41,282.045
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Moong,0.893,0.545,610.302
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Foodgrains,5.385,16.882,3134.852
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Urad,18.29,9.23,504.647
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Jowar,120,245.97,2049.75
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Oilseed,1047,435.224,415.687
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Foodgrains,8.003,21.715,2713.357
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Rabi,Oilseed,114,222,1947.368
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Tur,0.002,0.003,1500
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Tur,0.01,0.01,1000
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Kharif,Nigerseed,6,1.908,318
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Bajra,32,51.12,1597.5
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Small Millets,28,22,785.714
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Pulses,247.5,124.73,503.96
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Pulses,0.644,0.262,407.194
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Sunflower,3,2.214,738
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Pulses,1083,1026,947.368
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Bajra,28,38,1357.143
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Urad,0.26,0.14,538.462
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Tur,0.281,0.104,370
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Pulses,232.21,185.2,797.554
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Foodgrains,4.987,12.81,2568.679
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Tur,203.58,98,481.383
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Tur,0.002,0,100
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Foodgrains,2028.05,5123.43,2526.284
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Kulthi (Horse Gram),4.17,3,719.424
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Tur,250,45.5,182
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,,Safflower,8,6,750
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Rabi,Groundnut,93,203,2182.796
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Kharif,Groundnut,687,332.508,484
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Rice,5.341,16.844,3154
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Foodgrains,0.1,0.021,210
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Rice,5.391,11.44,2122.081
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Foodgrains,2053.04,4828.19,2351.727
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Sunflower,11,6,545.455
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Sesamum,40,10.96,274
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Maize,0.16,0.34,2125
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Pulses,1.26,0.64,507.937
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Rice,6.43,13.12,2040.435
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Rice,585,2597.4,4440
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Sesamum,53,14,264.151
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Maize,191,1481.37,7755.864
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Foodgrains,1.6,0.92,575
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Foodgrains,1910.08,5665.94,2966.336
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Moong,20,11.86,593
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Castorseed,32,20.96,655
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Pulses,367,180.52,491.88
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Gram,569,598,1050.967
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Rabi or Summer,Sunflower,12,15,1250
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,,Rapeseed and Mustard,1,1,1000
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Pulses,0.002,0,100
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Kharif,Castorseed,37,15.355,415
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Gram,397,381,959.698
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Urad,440,280,636.364
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Kulthi (Horse Gram),57,10,175.439
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Rabi,Oilseed,96,222.48,2317.5
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Cereals,6.297,13.454,2136.562
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Oilseeds and Commercial Crops,Kharif,Rapeseed and Mustard,7,4.67,667.143
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Tur,151,76,503.311
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Small Millets,37.03,36,972.185
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,,Linseed,1,0.48,480
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,,Cotton,588.51,344.282,585.007
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Maize,0.041,0.11,2680
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Cereals,1782.03,4658.89,2614.372
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Urad,14.66,32.87,2242.156
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Coarse Cereals,303,1360.842,4491.228
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Maize,203,1609,7926.108
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Small Millets,20,14,700
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Pulses,876.59,876.56,999.966
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Maize,162,1132.704,6992
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Cereals,947,4352.175,4595.75
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Foodgrains,2033.43,4267.07,2098.459
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Coarse Cereals,186,503.704,2708.086
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Rabi or Summer,Sunflower,6,9.264,1544
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Coarse Cereals,308,1840.2,5974.675
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Maize,0.13,0.293,2253.846
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Rice,6.256,13.344,2133
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Moong,0.91,0.46,505.495
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Other Pulses,5.33,2,375.235
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Urad,0.55,0.33,600
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Rice,759,2992.74,3943.004
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Cereals,5.701,17.981,3154
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Maize,0.17,0.6,3529.412
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Sugarcane,139,9987,71848.921
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Pulses,0.01,0.01,1000
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Sunflower,17.98,14,778.643
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Pulses,1081.05,852.5,788.585
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Cereals,1750,5747.037,3284.021
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Kharif,Oilseed,1223.5,626.9,512.383
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Rabi,Soyabean,1,2.99,2990
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Nigerseed,7,3.15,450
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Coarse Cereals,241,684.277,2839.324
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Jute and Mesta,7,9,1285.714
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Tur,183,55,300.546
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Maize,165,1298,7866.667
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Foodgrains,2003,4781.333,2387.086
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Kharif,Nigerseed,8,6,750
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Urad,412,380,922.33
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Foodgrains,1.56,0.84,538.462
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Groundnut,933,391,419.078
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Other Pulses,8,5,625
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Pulses,0.001,0,500
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Pulses,363,81.612,224.826
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,,Mesta,5,8.5,1700
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Moong,116,69,594.828
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Foodgrains,0.549,0.176,321.344
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Maize,0.12,0.352,2933.333
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Oilseeds and Commercial Crops,Kharif,Sesamum,52.27,13,248.709
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Coarse Cereals,211,460.98,2184.739
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Rabi,Soyabean,1.279,3.384,2645.054
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Rabi or Summer,Sunflower,97,59,608.247
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Cereals,833,4073.4,4890.036
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Kulthi (Horse Gram),23.88,14,586.265
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Rabi,Oilseed,116,201,1732.759
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,,Cotton,676.43,239.89,354.642
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Urad,357,333.081,933
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Rice,636,2543.59,3999.355
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Other Pulses,15.41,12,778.715
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Cereals,1050,4826.333,4596.508
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Coarse Cereals,311,1727.34,5554.148
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,,Sugarcane,103,7830,76019.417
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Castorseed,48,27,562.5
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Cereals,5.384,16.882,3135.44
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Groundnut,0,0,
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Sunflower,9,6,666.667
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,,Jute and Mesta,7,11.34,1620
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Coarse Cereals,248,1476,5951.613
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Pulses,0.002,0.003,1500
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Urad,0.156,0.083,533
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Rabi,Linseed,0,0,
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Urad,60,49,816.667
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Mesta,7,9,1285.714
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Moong,0.77,0.223,289.61
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Coarse Cereals,0.041,0.11,2680
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Jowar,14,20,1428.571
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Rabi or Summer,Sunflower,39,34,871.795
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,,Jute and Mesta,15,22.86,1524
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Tur,0.001,0,500
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Foodgrains,1.418,0.921,649.506
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Oilseed,729.529,874.179,1198.279
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Oilseed,801,651,812.734
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Jowar,85.15,208.92,2453.553
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Gram,480,448,933.333
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Foodgrains,6.299,13.454,2135.883
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Rice,1635,4241.19,2594
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Maize,0.1,0.2,2000
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Oilseed,956,396.15,414.383
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Urad,44,31,704.545
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Kulthi (Horse Gram),11,5,454.545
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Cereals,1042.34,4638.14,4449.738
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,,Sugarcane,99,7789.617,78683
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Rice,8.1,23.98,2960.494
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Pulses,0.519,0.3,577.79
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Pulses,200.04,117,584.883
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Small Millets,13,6,461.538
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Cereals,5.424,11.489,2118.421
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Other Pulses,16,3,187.5
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Rice,1477,4941.333,3345.52
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Wheat,8,1,125
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Pulses,963,657.981,683.262
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Nigerseed,9,5,555.556
India,Andaman And Nicobar Islands,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Urad,0.355,0.116,327
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Gram,520,588.64,1132
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Jowar,32.79,57.06,1740.165
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Sunflower,7,5,714.286
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Nigerseed,6,2.478,413
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Kulthi (Horse Gram),35,10,285.714
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Other Pulses,11,8.47,770
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Kulthi (Horse Gram),25,11,440
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Rabi,Linseed,0,0,
